shift_id,shift,units_per_hour,defect_rate,meets_sla
183,C,409.58,0.455,1
184,D,250.93,0.397,0
185,C,17.52,0.473,0
186,B,182.89,0.119,0
187,A,471.76,0.111,1
188,B,449.13,0.151,1
189,A,125.26,0.297,0
190,D,182.36,0.362,0
191,C,460.77,0.052,1
192,B,466.79,0.372,1
193,D,432.01,0.113,1
194,A,178.58,0.259,0
195,C,473.42,0.41,1
196,A,245.68,0.104,0
197,C,46.32,0.143,0
198,C,257.36,0.104,0
199,C,292.16,0.197,1
200,C,34.13,0.024,0
201,C,444.04,0.338,1
202,B,304.4,0.228,1
203,A,175.34,0.385,0
204,C,76.86,0.078,0
205,C,92.87,0.35,0
206,D,165.41,0.021,0
207,A,317.1,0.088,1
208,B,348.33,0.326,1
209,A,421.27,0.453,1
210,D,313.8,0.322,1
211,A,83.18,0.384,0
212,B,274.45,0.041,0
213,A,60.99,0.41,0
214,A,163.39,0.073,0
215,A,93.6,0.381,0
216,D,382.8,0.41,1
217,D,285.79,0.224,1
218,B,91.27,0.389,0
219,C,349.65,0.41,1
220,D,316.76,0.414,1
221,A,180.14,0.345,0
222,D,111.0,0.005,0
223,C,206.57,0.364,0
224,D,284.65,0.146,1
225,D,187.13,0.246,0
226,C,40.4,0.154,0
227,C,164.18,0.116,0
228,B,466.23,0.388,1
229,C,248.47,0.34,0
230,A,11.09,0.037,0
231,A,401.75,0.16,1
232,C,434.84,0.404,1
233,C,78.59,0.499,0
234,A,38.86,0.298,0
235,B,78.89,0.076,0
236,B,77.6,0.064,0
237,A,81.19,0.005,0
238,B,186.03,0.316,0
239,D,447.21,0.157,1
240,D,404.17,0.481,1
241,A,51.36,0.176,0
242,B,30.52,0.081,0
243,C,26.78,0.432,0
244,B,475.22,0.482,1
245,A,407.74,0.289,1
246,B,196.69,0.21,0
247,B,26.45,0.063,0
248,D,451.02,0.06,1
249,A,334.59,0.223,1
250,B,21.36,0.352,0
251,B,228.24,0.099,0
252,D,383.16,0.073,1
253,A,491.22,0.245,1
254,A,21.8,0.085,0
255,B,156.54,0.212,0
256,D,347.0,0.063,1
257,A,290.21,0.036,1
258,A,66.22,0.366,0
259,D,280.03,0.442,0
260,A,140.48,0.452,0
261,C,52.19,0.029,0
262,C,113.67,0.196,0
263,A,474.28,0.407,1
264,D,178.96,0.083,0
265,B,85.24,0.442,0
266,C,184.45,0.271,0
267,C,375.93,0.46,1
268,A,450.99,0.109,1
269,A,204.59,0.078,0
270,B,48.2,0.43,0
271,D,382.88,0.268,1
272,C,386.78,0.228,1
273,A,170.36,0.089,0
274,D,326.44,0.006,1
275,A,407.83,0.183,1
276,A,357.08,0.074,1
277,B,316.02,0.176,1
278,A,108.14,0.139,0
279,B,40.25,0.47,0
280,D,248.12,0.362,0
281,C,481.88,0.439,1
282,C,431.91,0.316,1
283,B,213.54,0.335,0
284,A,368.53,0.243,1
285,D,99.0,0.064,0
286,C,265.02,0.272,0
287,B,42.7,0.486,0
288,D,112.65,0.255,0
289,A,175.5,0.178,0
290,C,154.61,0.153,0
291,D,437.41,0.37,1
292,D,426.65,0.065,1
293,A,77.58,0.425,0
294,A,219.46,0.21,0
295,B,71.51,0.179,0
296,A,356.39,0.136,1
297,A,83.73,0.375,0
298,B,31.78,0.086,0
299,B,274.8,0.08,0
300,A,345.31,0.078,1
301,C,430.83,0.42,1
302,A,293.53,0.087,1
303,A,223.69,0.203,0
304,A,446.27,0.467,1
305,B,451.41,0.002,1
306,A,98.08,0.384,0
307,B,12.66,0.445,0
308,D,213.79,0.142,0
309,C,394.93,0.489,1
310,D,37.69,0.187,0
311,A,63.58,0.443,0
312,B,472.09,0.3,1
313,D,396.7,0.212,1
314,D,422.7,0.294,1
315,B,170.7,0.398,0
316,C,274.89,0.006,0
317,A,301.92,0.461,1
318,A,461.71,0.214,1
319,D,186.11,0.222,0
320,A,269.1,0.485,0
321,D,402.45,0.004,1
322,C,384.67,0.412,1
323,C,425.04,0.462,1
324,C,81.67,0.372,0
325,A,414.76,0.14,1
326,B,459.49,0.229,1
327,B,451.28,0.014,1
328,D,201.0,0.134,0
329,B,31.01,0.351,0
330,C,141.08,0.336,0
331,B,222.94,0.497,0
332,C,161.18,0.462,0
333,B,284.95,0.392,1
334,D,191.27,0.076,0
335,B,152.45,0.276,0
336,A,154.3,0.406,0
337,B,214.5,0.364,0
338,A,491.74,0.465,1
339,A,164.11,0.282,0
340,A,79.61,0.124,0
341,D,178.06,0.091,0
342,C,422.07,0.211,1
343,B,262.51,0.055,0
344,C,62.3,0.135,0
345,D,85.97,0.012,0
346,D,426.36,0.166,1
347,D,63.85,0.434,0
348,A,386.89,0.216,1
349,D,349.65,0.152,1
350,B,40.73,0.471,0
351,B,358.77,0.233,1
352,C,352.58,0.09,1
353,A,91.83,0.073,0
354,C,327.52,0.389,1
355,D,32.84,0.226,0
356,D,376.25,0.058,1
357,A,239.16,0.179,0
358,D,386.85,0.338,1
359,C,97.86,0.325,0
360,C,24.21,0.067,0
361,B,438.56,0.221,1
362,B,327.19,0.271,1
363,A,43.18,0.144,0
364,B,195.27,0.383,0
365,B,266.45,0.207,0
366,B,83.84,0.197,0
367,A,89.23,0.436,0
368,B,255.65,0.116,0
369,C,192.64,0.134,0
370,D,187.68,0.18,0
371,C,63.47,0.253,0
372,A,405.69,0.484,1
373,A,273.17,0.32,0
374,D,138.47,0.249,0
375,B,25.12,0.166,0
376,B,181.59,0.43,0
377,A,383.07,0.434,1
378,D,152.18,0.104,0
379,B,458.36,0.17,1
380,D,370.75,0.241,1
381,B,308.67,0.426,1
382,B,258.81,0.099,0
383,B,47.72,0.302,0
384,A,202.53,0.359,0
385,B,456.25,0.448,1
386,B,318.47,0.393,1
387,A,84.06,0.47,0
388,A,340.1,0.298,1
389,A,144.03,0.152,0
390,C,245.61,0.153,0
391,A,58.68,0.336,0
392,C,164.08,0.344,0
393,C,359.17,0.157,1
394,A,355.3,0.448,1
395,B,162.74,0.475,0
396,C,492.06,0.389,1
397,B,280.38,0.271,1
398,D,459.86,0.241,1
399,D,27.99,0.225,0
400,C,40.88,0.46,0
401,A,266.46,0.149,0
402,B,21.96,0.003,0
403,B,458.62,0.162,1
404,D,84.59,0.477,0
405,D,140.31,0.115,0
406,D,366.36,0.03,1
407,C,172.77,0.237,0
408,A,389.62,0.214,1
409,B,363.35,0.386,1
410,A,242.49,0.309,0
411,C,332.85,0.107,1
412,A,155.65,0.094,0
413,C,184.1,0.326,0
414,B,320.42,0.044,1
415,C,161.96,0.481,0
416,C,343.61,0.373,1
417,B,24.75,0.431,0
418,B,201.19,0.274,0
419,B,102.22,0.482,0
420,D,82.2,0.271,0
421,D,401.45,0.391,1
422,D,180.63,0.339,0
423,D,381.18,0.352,1
424,A,282.33,0.187,1
425,A,110.15,0.397,0
426,B,372.95,0.33,1
427,C,408.13,0.36,1
428,B,12.48,0.053,0
429,B,188.96,0.154,0
430,B,442.14,0.26,1
431,A,130.97,0.418,0
432,A,254.02,0.12,0
433,A,220.13,0.495,0
434,A,167.31,0.439,0
435,B,195.73,0.359,0
436,D,413.97,0.08,1
437,D,300.83,0.126,1
438,B,218.49,0.169,0
439,D,96.01,0.304,0
440,A,142.75,0.235,0
441,D,243.91,0.246,0
442,C,214.22,0.196,0
443,B,300.57,0.474,1
444,B,39.42,0.414,0
445,B,33.74,0.256,0
446,A,294.61,0.306,1
447,C,462.97,0.408,1
448,A,34.58,0.459,0
449,C,439.05,0.374,1
450,C,439.73,0.255,1
451,A,110.56,0.262,0
452,A,439.31,0.269,1
453,C,138.56,0.405,0
454,D,394.82,0.153,1
455,C,152.62,0.155,0
456,D,343.88,0.329,1
457,D,187.06,0.224,0
458,D,342.33,0.143,1
459,A,391.52,0.113,1
460,A,235.68,0.102,0
461,C,280.12,0.384,1
462,C,319.02,0.204,1
463,C,268.14,0.417,0
464,B,404.48,0.477,1
465,D,341.65,0.159,1
466,C,327.53,0.371,1
467,C,386.96,0.49,1
468,C,78.5,0.044,0
469,D,435.44,0.009,1
470,D,496.87,0.452,1
471,B,54.66,0.198,0
472,D,30.95,0.415,0
473,A,332.53,0.454,1
474,A,264.14,0.404,0
475,B,156.34,0.002,0
476,D,120.75,0.072,0
477,C,331.61,0.484,1
478,A,169.38,0.254,0
479,A,244.42,0.185,0
480,B,45.9,0.177,0
481,D,138.4,0.494,0
482,B,145.46,0.032,0
483,D,143.25,0.486,0
484,A,245.97,0.342,0
485,B,224.79,0.225,0
486,B,369.19,0.264,1
487,B,423.18,0.343,1
488,A,87.11,0.082,0
489,B,361.75,0.062,1
490,B,69.23,0.406,0
491,B,335.37,0.093,1
492,B,44.88,0.005,0
493,C,448.62,0.224,1
494,B,195.95,0.286,0
495,B,58.43,0.25,0
496,C,424.09,0.391,1
497,B,194.48,0.018,0
498,D,144.99,0.39,0
499,D,16.93,0.475,0
500,B,453.81,0.44,1
501,D,116.52,0.133,0
502,B,447.95,0.335,1
503,B,183.36,0.139,0
504,C,491.09,0.057,1
505,D,371.72,0.459,1
506,B,433.77,0.138,1
507,B,486.42,0.346,1
508,A,17.6,0.228,0
509,D,392.62,0.213,1
510,B,459.08,0.036,1
511,D,56.56,0.297,0
512,B,199.17,0.027,0
513,A,105.62,0.29,0
514,D,322.29,0.024,1
515,A,358.76,0.181,1
516,A,129.94,0.354,0
517,C,140.47,0.296,0
518,C,224.53,0.215,0
519,C,452.86,0.165,1
520,A,272.38,0.26,0
521,D,14.28,0.451,0
522,A,187.09,0.446,0
523,B,223.48,0.389,0
524,B,199.66,0.216,0
525,D,27.67,0.415,0
526,C,37.58,0.258,0
527,D,117.0,0.034,0
528,A,223.37,0.165,0
529,D,165.49,0.281,0
530,D,474.07,0.402,1
531,D,482.88,0.027,1
532,B,27.95,0.225,0
533,B,253.87,0.445,0
534,B,319.76,0.139,1
535,B,438.81,0.463,1
536,D,423.81,0.268,1
537,C,355.49,0.277,1
538,B,453.05,0.4,1
539,C,115.31,0.034,0
540,B,121.0,0.025,0
541,A,482.27,0.306,1
542,A,274.19,0.237,0
543,C,132.59,0.252,0
544,C,435.71,0.42,1
545,B,310.4,0.489,1
546,D,219.26,0.135,0
547,A,209.49,0.059,0
548,D,77.44,0.193,0
549,A,83.56,0.4,0
550,C,263.66,0.368,0
551,C,404.48,0.285,1
552,A,361.99,0.018,1
553,C,163.0,0.073,0
554,A,484.12,0.444,1
555,C,251.83,0.258,0
556,B,201.68,0.499,0
557,B,172.54,0.191,0
558,B,187.78,0.216,0
559,B,387.29,0.319,1
560,C,443.97,0.42,1
561,A,485.38,0.403,1
562,C,284.39,0.169,1
563,A,203.71,0.487,0
564,B,254.75,0.155,0
565,C,226.01,0.394,0
566,C,124.84,0.14,0
567,B,462.24,0.439,1
568,C,487.06,0.351,1
569,A,117.32,0.253,0
570,B,337.62,0.272,1
571,D,396.8,0.042,1
572,D,125.05,0.101,0
573,A,390.22,0.26,1
574,A,389.13,0.201,1
575,C,219.15,0.373,0
576,C,499.87,0.04,1
577,B,50.21,0.295,0
578,B,473.48,0.372,1
579,D,292.62,0.316,1
580,B,261.33,0.398,0
581,C,120.97,0.354,0
582,C,467.15,0.297,1
583,A,165.11,0.022,0
584,D,337.07,0.186,1
585,D,350.7,0.462,1
586,A,467.04,0.267,1
587,A,359.03,0.257,1
588,C,492.32,0.115,1
589,A,361.71,0.366,1
590,B,293.5,0.446,1
591,B,278.63,0.423,0
592,B,460.7,0.247,1
593,C,84.71,0.019,0
594,B,384.95,0.321,1
595,A,303.9,0.197,1
596,A,215.46,0.156,0
597,D,324.47,0.315,1
598,D,490.98,0.307,1
599,B,258.82,0.401,0
600,C,425.08,0.443,1
601,B,405.95,0.173,1
602,A,464.01,0.3,1
603,D,271.99,0.477,0
604,D,339.14,0.438,1
605,B,177.05,0.272,0
606,A,251.7,0.325,0
607,C,322.22,0.356,1
608,A,182.05,0.104,0
609,D,130.63,0.483,0
610,C,177.54,0.032,0
611,D,386.89,0.017,1
612,A,379.96,0.452,1
613,D,226.93,0.097,0
614,D,113.24,0.153,0
615,B,86.07,0.205,0
616,D,184.32,0.275,0
617,B,135.53,0.099,0
618,B,55.63,0.392,0
619,D,452.28,0.183,1
620,A,326.87,0.134,1
621,D,397.6,0.432,1
622,B,94.46,0.018,0
623,B,470.59,0.368,1
624,C,367.94,0.297,1
625,C,237.54,0.235,0
626,D,426.91,0.374,1
627,D,188.92,0.253,0
628,A,47.97,0.009,0
629,B,181.28,0.422,0
630,A,336.5,0.061,1
631,A,205.23,0.148,0
632,A,47.79,0.008,0
633,A,77.59,0.189,0
634,B,289.08,0.487,1
635,D,314.02,0.363,1
636,D,345.71,0.08,1
637,D,320.94,0.116,1
638,B,497.24,0.18,1
639,A,478.33,0.009,1
640,A,226.38,0.027,0
641,C,195.74,0.487,0
642,D,20.62,0.222,0
643,D,93.13,0.484,0
644,B,484.6,0.357,1
645,C,326.43,0.007,1
646,A,38.05,0.383,0
647,D,143.51,0.446,0
648,C,433.92,0.15,1
649,B,318.21,0.457,1
650,D,330.49,0.435,1
651,B,411.92,0.486,1
652,D,328.3,0.432,1
653,B,250.5,0.02,0
654,D,412.88,0.302,1
655,D,281.69,0.017,1
656,C,108.59,0.288,0
657,C,311.21,0.03,1
658,B,491.18,0.376,1
659,A,327.11,0.194,1
660,B,313.38,0.319,1
661,C,359.71,0.096,1
662,B,309.66,0.403,1
663,C,50.01,0.328,0
664,B,394.37,0.062,1
665,C,420.97,0.024,1
666,D,214.2,0.415,0
667,C,354.36,0.203,1
668,A,401.08,0.354,1
669,A,226.29,0.083,0
670,D,431.05,0.319,1
671,A,56.3,0.357,0
672,A,160.5,0.346,0
673,B,316.96,0.156,1
674,C,41.82,0.424,0
675,A,179.87,0.074,0
676,C,398.84,0.41,1
677,D,33.12,0.304,0
678,C,170.45,0.495,0
679,B,200.97,0.438,0
680,D,133.03,0.35,0
681,B,199.7,0.339,0
682,B,70.17,0.317,0
683,B,191.91,0.321,0
684,C,82.54,0.001,0
685,B,332.79,0.478,1
686,A,182.62,0.423,0
687,B,280.01,0.209,1
688,A,207.87,0.405,0
689,A,69.45,0.363,0
690,A,451.75,0.328,1
691,D,231.13,0.423,0
692,B,298.65,0.395,1
693,B,467.5,0.354,1
694,D,205.28,0.491,0
695,D,480.41,0.149,1
696,C,409.24,0.387,1
697,C,428.72,0.034,1
698,A,38.6,0.236,0
699,C,322.94,0.384,1
700,D,340.46,0.488,1
701,C,425.93,0.302,1
702,D,443.25,0.298,1
703,C,335.0,0.035,1
704,B,269.36,0.451,0
705,B,14.03,0.091,0
706,B,446.76,0.207,1
707,A,86.77,0.134,0
708,D,422.24,0.43,1
709,A,43.97,0.257,0
710,A,143.53,0.112,0
711,A,424.68,0.3,1
712,B,369.02,0.349,1
713,B,270.94,0.059,0
714,B,453.77,0.24,1
715,A,358.26,0.411,1
716,C,19.54,0.276,0
717,D,176.6,0.485,0
718,D,131.19,0.343,0
719,A,350.62,0.358,1
720,D,371.5,0.363,1
721,C,109.07,0.217,0
722,C,301.04,0.133,1
723,A,218.0,0.231,0
724,C,212.93,0.094,0
725,C,113.12,0.249,0
726,C,264.07,0.084,0
727,B,444.93,0.073,1
728,D,55.79,0.289,0
729,B,15.93,0.289,0
730,B,310.19,0.331,1
731,D,107.14,0.026,0
732,C,81.35,0.146,0
733,D,368.53,0.216,1
734,C,81.24,0.143,0
735,C,235.74,0.21,0
736,B,336.72,0.278,1
737,D,194.05,0.066,0
738,C,483.65,0.171,1
739,C,213.27,0.318,0
740,D,493.75,0.081,1
741,A,209.68,0.377,0
742,B,96.29,0.423,0
743,D,58.36,0.483,0
744,B,268.15,0.136,0
745,D,476.55,0.002,1
746,A,273.65,0.04,0
747,C,78.03,0.019,0
748,B,230.4,0.202,0
749,C,368.07,0.114,1
750,C,381.19,0.111,1
751,D,177.28,0.099,0
752,D,337.52,0.413,1
753,B,28.36,0.27,0
754,D,110.36,0.395,0
755,C,14.75,0.082,0
756,A,87.62,0.238,0
757,D,149.43,0.09,0
758,A,468.26,0.34,1
759,C,146.71,0.357,0
760,B,450.77,0.356,1
761,A,174.93,0.402,0
762,C,19.85,0.297,0
763,C,496.45,0.469,1
764,D,162.21,0.38,0
765,B,285.09,0.468,1
766,A,495.64,0.025,1
767,C,394.23,0.328,1
768,A,372.36,0.205,1
769,D,418.0,0.381,1
770,C,53.82,0.32,0
771,B,330.86,0.45,1
772,A,166.64,0.347,0
773,C,478.74,0.486,1
774,D,310.09,0.322,1
775,B,15.83,0.123,0
776,C,33.64,0.456,0
777,C,120.05,0.281,0
778,A,351.13,0.005,1
779,C,240.17,0.069,0
780,B,187.84,0.018,0
781,D,188.33,0.124,0
782,C,442.91,0.2,1
783,C,232.12,0.062,0
784,D,209.56,0.017,0
785,B,498.39,0.204,1
786,B,488.93,0.152,1
787,D,65.96,0.119,0
788,A,78.69,0.426,0
789,C,372.08,0.059,1
790,D,440.28,0.351,1
791,B,255.0,0.285,0
792,D,70.61,0.29,0
793,C,452.25,0.134,1
794,A,401.33,0.173,1
795,A,492.81,0.008,1
796,A,460.07,0.137,1
797,B,276.97,0.115,0
798,B,130.57,0.36,0
799,A,403.57,0.005,1
800,C,233.25,0.489,0
